"spkid","full_name","pha","epoch","e","a","i","om","w","ma","per"
3304648,"       (2005 WF4)",N,2460600.5,0.2335,1.511,15.97,58.33,21.72,49.54,678
3304649,"       (2005 WG4)",N,2453703.5,0.6066,2.467,10.41,63.66,309.31,11.73,1.42e+03
3304650,"       (2005 WH4)",N,2460600.5,0.4905,2.225,22.14,72.85,17.42,240.86,1.21e+03
3304999,"       (2005 WR54)",N,2460600.5,0.4079,1.943,14.80,73.37,326.22,5.21,989
3305000,"       (2005 WE55)",N,2460600.5,0.3978,1.742,23.52,63.11,87.53,34.89,840
3305001,"       (2005 WF55)",N,2460600.5,0.3248,1.501,2.26,244.74,182.13,98.05,672
3305002,"       (2005 WY55)",Y,2460600.5,0.7188,2.492,7.27,247.95,286.43,272.00,1.44e+03
3305003,"       (2005 WZ55)",N,2460600.5,0.3906,1.721,8.50,249.45,165.42,137.25,825
3305029,"       (2005 WK56)",N,2460600.5,0.3928,1.621,5.35,76.44,321.71,63.90,754
3305030,"       (2005 WF57)",N,2460600.5,0.5841,2.639,10.94,60.08,307.18,149.99,1.57e+03
3305031,"       (2005 WG57)",N,2460600.5,0.4924,1.797,0.43,161.65,212.31,317.79,880
3305296,"       (2005 WP57)",N,2460600.5,0.4102,1.858,10.56,252.37,183.76,163.24,925
3305298,"       (2005 XA)",N,2460600.5,0.6656,2.531,5.36,67.23,48.30,220.50,1.47e+03
3305485,"       (2005 XC)",N,2460600.5,0.5625,2.282,3.66,215.66,189.73,174.76,1.26e+03
3305500,"       (2005 XN)",N,2453708.5,0.4182,1.758,21.16,71.89,335.95,9.53,852
3305962,"       (2005 XX)",N,2453708.5,0.5903,2.314,1.15,239.93,223.26,352.99,1.29e+03
3306399,"       (2005 XY)",N,2460600.5,0.4118,2.157,39.63,279.45,81.22,35.62,1.16e+03
3306215,"       (2005 XC1)",N,2453711.5,0.5940,2.51,13.01,79.24,349.68,1.45,1.45e+03
3306401,"       (2005 XK4)",N,2453709.5,0.6050,1.353,8.62,250.63,69.63,39.37,575
3306402,"       (2005 XL4)",N,2453711.5,0.5755,2.821,10.49,74.62,7.66,358.44,1.73e+03
3306404,"       (2005 XN4)",N,2460600.5,0.5811,1.878,58.05,70.67,93.52,88.32,940
3306405,"       (2005 XO4)",N,2453714.5,0.5964,2.293,2.37,297.01,179.68,350.14,1.27e+03
3306406,"       (2005 XW4)",N,2460600.5,0.7119,1.041,18.39,73.07,145.53,211.75,388
3306407,"       (2005 XX4)",N,2453711.5,0.4528,1.752,22.28,251.99,149.07,11.72,847
3306408,"       (2005 XY4)",N,2460600.5,0.5983,1.056,1.91,163.06,143.44,190.63,397
3306658,"       (2005 XY7)",N,2460600.5,0.5246,2.723,4.41,295.59,88.88,83.13,1.64e+03
3306579,"       (2005 XZ7)",N,2453712.5,0.3207,0.9686,32.70,75.70,238.63,86.04,348
3306580,"       (2005 XA8)",N,2460600.5,0.4370,1.418,5.35,253.99,111.38,88.56,617
3306659,"       (2005 XN27)",N,2453713.5,0.6341,2.405,0.30,215.58,169.50,10.14,1.36e+03
3307058,"       (2005 XO66)",N,2460600.5,0.4432,1.663,1.20,296.90,188.52,263.66,783
3307059,"       (2005 XP66)",N,2460600.5,0.5808,2.799,2.92,214.89,274.41,358.40,1.71e+03
3307228,"       (2005 XT77)",Y,2460600.5,0.2665,0.8411,17.22,84.79,150.01,15.65,282
3307230,"       (2005 XW77)",N,2460600.5,0.3556,1.615,16.44,268.71,100.14,104.16,750
3307231,"       (2005 XX77)",N,2460600.5,0.3459,1.526,5.72,79.17,330.00,13.19,688
3308948,"       (2005 YC)",N,2460600.5,0.6099,3.248,24.20,296.36,123.57,88.89,2.14e+03
3308949,"       (2005 YD)",N,2453727.5,0.4258,1.653,4.78,90.70,314.14,17.61,776
3308950,"       (2005 YK)",N,2460600.5,0.3076,1.062,5.63,269.47,80.53,139.35,400
3309089,"       (2005 YY1)",N,2460600.5,0.2522,1.164,8.34,84.04,279.26,53.57,459
3309090,"       (2005 YN3)",N,2460600.5,0.3629,1.771,36.42,276.94,85.77,37.91,861
3309091,"       (2005 YO3)",N,2460600.5,0.3732,0.7595,12.80,274.22,20.14,284.91,242
3309092,"       (2005 YR3)",N,2460600.5,0.2733,0.8194,3.28,75.28,217.79,281.84,271
3309093,"       (2005 YU3)",Y,2460600.5,0.8411,2.552,3.02,2.51,341.49,232.54,1.49e+03
3309286,"       (2005 YS8)",Y,2453737.5,0.5293,1.697,17.37,56.47,298.21,32.12,807
3309287,"       (2005 YT8)",N,2460600.5,0.5860,2.551,10.92,282.79,166.44,226.21,1.49e+03
3309288,"       (2005 YU8)",N,2453734.5,0.5430,2.014,4.03,279.30,237.30,344.07,1.04e+03
3309476,"       (2005 YA37)",N,2460600.5,0.2276,1.28,2.24,93.05,88.81,288.70,529
3309693,"       (2005 YP55)",N,2460600.5,0.4357,2.285,6.95,105.01,268.07,198.24,1.26e+03
3309690,"       (2005 YT55)",N,2460600.5,0.4613,2.25,2.31,141.32,11.97,183.62,1.23e+03
3309827,"       (2005 YW93)",N,2460600.5,0.5476,2.642,13.53,183.66,140.62,148.79,1.57e+03
3309829,"       (2005 YL128)",N,2460600.5,0.4473,1.355,18.45,280.80,309.33,252.74,576
3309831,"       (2005 YN128)",N,2453737.5,0.4410,1.656,2.57,285.00,117.59,21.80,778
3309832,"       (2005 YO128)",N,2460600.5,0.2967,0.821,15.59,281.71,328.42,324.80,272
3309856,"       (2005 YT128)",N,2460600.5,0.5712,2.616,27.23,293.98,115.25,174.29,1.55e+03
3309857,"       (2005 YU128)",N,2453735.5,0.3223,0.7715,7.75,100.78,189.95,159.56,247
3310464,"       (2006 AN)",N,2460600.5,0.2205,1.094,7.41,277.53,273.45,85.75,418
3311263,"       (2006 AX)",N,2460600.5,0.1416,1.29,11.67,280.48,232.88,260.52,535
3311267,"       (2006 AV2)",N,2460600.5,0.4799,2.408,6.02,304.17,184.43,3.63,1.36e+03
3311675,"       (2006 AB3)",N,2453741.5,0.4115,1.717,8.43,285.12,189.30,356.98,822
3311676,"       (2006 AC3)",N,2453745.5,0.5742,2.348,3.06,108.74,322.67,9.10,1.31e+03
3311863,"       (2006 AP3)",N,2460600.5,0.3728,1.722,9.99,289.69,172.47,114.30,825
3311864,"       (2006 AQ3)",N,2460600.5,0.6319,2.459,22.79,289.21,270.49,299.10,1.41e+03
3311865,"       (2006 AR3)",Y,2460600.5,0.6364,2.469,4.71,12.29,40.85,318.94,1.42e+03
3311866,"       (2006 AS3)",N,2453743.5,0.3293,1.337,13.41,289.29,245.36,324.01,565
3311867,"       (2006 AT3)",N,2453744.5,0.5324,2.286,14.78,288.23,178.74,0.43,1.26e+03
3311868,"       (2006 AU3)",N,2460600.5,0.5620,2.271,1.42,114.66,0.11,177.69,1.25e+03
3311958,"       (2006 AF4)",N,2453749.5,0.5507,2.297,6.71,296.14,132.23,11.89,1.27e+03
3311959,"       (2006 AG4)",N,2460600.5,0.5217,2.554,5.63,107.29,340.23,224.84,1.49e+03
3311960,"       (2006 AH4)",N,2453744.5,0.4719,1.925,0.67,279.31,208.68,353.95,975
3311961,"       (2006 AJ4)",N,2460600.5,0.1173,1.465,18.45,115.01,256.28,301.81,648
3311962,"       (2006 AK4)",N,2460600.5,0.6303,2.652,8.53,298.22,115.20,136.30,1.58e+03
3311963,"       (2006 AL4)",N,2460600.5,0.5938,2.507,2.76,102.88,28.44,247.38,1.45e+03
3311964,"       (2006 AM4)",Y,2460600.5,0.6493,0.9822,4.15,123.32,139.65,16.90,356
3311965,"       (2006 AN4)",N,2460600.5,0.4725,2.005,9.57,119.54,53.51,196.42,1.04e+03
3312034,"       (2006 AL8)",N,2460600.5,0.8878,3.333,35.86,311.93,65.93,37.07,2.22e+03
3312035,"       (2006 AM8)",N,2460600.5,0.7951,1.871,10.17,57.09,188.56,91.46,935
3312036,"       (2006 AN8)",N,2453745.5,0.2260,1.496,3.71,303.00,173.73,356.15,668
3312420,"       (2006 AW44)",N,2460600.5,0.5684,2.475,8.71,108.53,1.18,285.22,1.42e+03
3312421,"       (2006 AX44)",N,2460600.5,0.3015,1.577,2.29,111.09,22.71,157.55,723
3313157,"       (2006 BA)",N,2460600.5,0.2179,1.121,3.55,298.44,250.84,240.55,433
3313180,"       (2006 BC)",N,2460600.5,0.8276,1.406,18.11,320.67,281.59,59.10,609
3313220,"       (2006 BF)",N,2453758.5,0.3910,1.472,5.01,101.89,322.09,26.28,652
3313555,"       (2006 BO6)",N,2460600.5,0.6476,2.868,9.47,294.69,152.76,309.94,1.77e+03
3313556,"       (2006 BP6)",N,2460600.5,0.5970,2.392,18.73,105.69,90.16,1.20,1.35e+03
3313558,"       (2006 BO7)",N,2460600.5,0.4034,1.436,0.34,294.29,248.50,293.46,629
3313559,"       (2006 BP7)",N,2453762.5,0.5845,2.33,4.81,327.40,109.66,11.56,1.3e+03
3313560,"       (2006 BQ7)",N,2453759.5,0.2572,1.347,4.97,302.14,155.06,15.69,571
3313729,"       (2006 BU7)",N,2460600.5,0.1078,1.176,8.24,121.78,348.59,261.79,466
3313730,"       (2006 BW7)",N,2453760.5,0.4099,1.479,1.37,305.49,116.95,26.98,657
3313726,"       (2006 BX7)",N,2460600.5,0.2821,1.14,4.90,313.24,77.61,204.33,444
3313731,"       (2006 BY7)",N,2453759.5,0.4546,1.874,3.17,302.82,162.22,6.62,937
3313732,"       (2006 BA8)",N,2453763.5,0.3688,1.838,9.29,305.03,177.31,2.99,910
3313734,"       (2006 BB8)",N,2453762.5,0.4408,1.639,7.34,121.60,312.95,20.95,766
3313733,"       (2006 BC8)",N,2460600.5,0.4315,1.227,6.89,303.26,91.27,323.78,496
3313735,"       (2006 BL8)",N,2453761.5,0.2982,1.122,12.23,121.28,92.23,305.26,434
3313736,"       (2006 BM8)",N,2460600.5,0.5305,1.543,5.20,121.64,282.07,306.84,700
3313738,"       (2006 BY8)",N,2453761.5,0.6757,2.469,2.68,301.28,121.84,10.68,1.42e+03
3313739,"       (2006 BA9)",N,2460600.5,0.3661,0.9124,8.32,305.83,25.64,306.38,318
3313737,"       (2006 BB9)",N,2453763.5,0.6728,2.683,6.70,302.35,132.29,8.87,1.61e+03
3313847,"       (2006 BN26)",N,2453763.5,0.5094,1.997,1.58,178.58,266.41,12.85,1.03e+03
3313972,"       (2006 BX26)",N,2453763.5,0.4852,2.227,6.77,121.99,326.18,12.69,1.21e+03
3313974,"       (2006 BV39)",N,2460600.5,0.2708,1.145,0.74,127.48,74.74,55.59,447
3313975,"       (2006 BW39)",N,2453763.5,0.5367,1.977,5.80,308.11,227.10,347.19,1.02e+03
3313976,"       (2006 BX39)",Y,2453768.5,0.6375,1.903,14.35,140.43,79.12,339.81,959
3314044,"       (2006 BD55)",N,2453763.5,0.3563,1.396,12.85,122.19,286.37,40.50,603
3314045,"       (2006 BE55)",Y,2460600.5,0.4246,1.195,2.40,125.25,126.42,45.36,477
3314046,"       (2006 BF55)",N,2460600.5,0.3936,1.699,3.36,306.56,172.29,167.22,809
3314048,"       (2006 BJ55)",N,2460600.5,0.1283,1.028,5.91,307.41,288.87,252.52,381
3314049,"       (2006 BL55)",N,2453764.5,0.3104,1.458,3.88,130.84,25.06,348.22,643
3314050,"       (2006 BM55)",N,2453765.5,0.7437,2.586,1.98,313.79,258.01,348.40,1.52e+03
3314052,"       (2006 BO55)",N,2460600.5,0.2516,1.5,24.44,288.46,254.00,16.16,671
3314053,"       (2006 BF56)",N,2460600.5,0.7991,2.339,0.96,125.28,102.60,64.89,1.31e+03
3314201,"       (2006 BR98)",N,2460600.5,0.1623,1.198,10.02,129.78,7.40,97.50,479
3314251,"       (2006 BF99)",N,2453764.5,0.3791,1.267,42.03,307.17,85.68,51.16,521
3314252,"       (2006 BG99)",N,2453766.5,0.2869,1.413,4.69,131.46,330.04,17.28,614
3314253,"       (2006 BH99)",N,2460600.5,0.6013,1.651,4.03,130.60,84.48,271.98,775
3314405,"       (2006 BX139)",N,2460600.5,0.3783,1.958,5.66,112.11,34.45,297.38,1e+03
3314788,"       (2006 BP147)",N,2453766.5,0.2406,1.287,5.60,310.81,123.06,36.26,534
3315004,"       (2006 BZ147)",N,2460600.5,0.0987,1.023,1.41,139.83,94.87,292.00,378
3315645,"       (2006 CD)",N,2453768.5,0.4574,2.013,9.09,104.81,302.97,24.75,1.04e+03
3315647,"       (2006 CF)",Y,2460600.5,0.6793,2.295,4.66,111.81,268.90,174.79,1.27e+03
3315651,"       (2006 CK)",N,2453769.5,0.2144,1.082,5.19,311.06,264.74,300.34,411
3315653,"       (2006 CL)",N,2453770.5,0.4128,1.663,8.15,313.03,151.60,12.24,783
3321492,"       (2006 CT)",N,2460600.5,0.2306,1.097,2.74,285.44,82.80,210.61,419
3321493,"       (2006 CU)",Y,2460600.5,0.4540,1.51,3.80,148.71,253.24,68.04,678
3321495,"       (2006 CW)",N,2460600.5,0.4905,2.229,6.51,144.40,42.16,205.69,1.22e+03
3321499,"       (2006 CL9)",N,2460600.5,0.2366,1.346,2.94,139.24,10.04,340.05,570
3321532,"       (2006 CT9)",N,2460600.5,0.6753,1.194,34.80,134.52,149.00,38.77,477
3321534,"       (2006 CW9)",N,2453773.5,0.2702,1.305,20.88,135.37,318.43,25.75,544
3321570,"       (2006 CF10)",N,2453772.5,0.3712,1.525,18.99,135.84,311.72,22.26,688
3321627,"       (2006 CL10)",N,2460600.5,0.4455,1.707,7.67,101.36,90.30,119.83,814
3321628,"       (2006 CM10)",Y,2453783.5,0.7010,2.133,18.31,143.32,92.08,342.95,1.14e+03
3321629,"       (2006 CN10)",N,2460600.5,0.6127,2.784,2.54,203.37,340.23,339.78,1.7e+03
3321667,"       (2006 CT10)",Y,2460600.5,0.6626,2.889,12.89,111.20,30.51,289.81,1.79e+03
3321668,"       (2006 CU10)",N,2460600.5,0.4470,1.477,49.32,146.27,130.56,63.17,655
3323885,"       (2006 DL)",N,2453791.5,0.7434,2.486,4.85,324.60,93.36,14.53,1.43e+03
3323886,"       (2006 DM)",N,2460600.5,0.2121,1.355,7.07,333.91,177.83,296.26,576
3323887,"       (2006 DN)",N,2460600.5,0.2758,1.38,0.27,96.80,101.06,155.50,592
3323932,"       (2006 DU)",N,2453788.5,0.4948,1.993,4.15,151.81,21.57,354.18,1.03e+03
3323933,"       (2006 DV)",N,2460600.5,0.6145,1.956,54.75,164.20,93.96,268.23,999
3323934,"       (2006 DX)",N,2460600.5,0.1678,1.144,6.28,331.12,83.34,168.69,447
3323935,"       (2006 DY)",N,2460600.5,0.5740,2.318,21.96,162.05,258.32,136.18,1.29e+03
3323936,"       (2006 DZ)",N,2460600.5,0.4364,2.303,23.89,342.98,151.76,131.25,1.28e+03
3323937,"       (2006 DA1)",N,2453788.5,0.4837,1.57,26.65,333.94,248.51,335.14,718
3323938,"       (2006 DB1)",N,2460600.5,0.5504,2.6,10.13,344.07,152.34,152.19,1.53e+03
3323939,"       (2006 DD1)",N,2460600.5,0.6679,2.29,8.36,152.91,64.50,120.15,1.27e+03
3324065,"       (2006 DP11)",N,2460600.5,0.6982,1.859,8.52,21.37,31.19,153.16,926
3324251,"       (2006 DQ14)",N,2460600.5,0.0529,1.028,6.30,155.29,292.54,24.09,381
3324252,"       (2006 DR14)",N,2460600.5,0.6586,2.476,5.92,333.06,137.09,278.46,1.42e+03
3324254,"       (2006 DT14)",N,2460600.5,0.5679,1.911,8.66,78.19,178.46,350.86,965
3324509,"       (2006 DD42)",N,2460600.5,0.4389,1.99,4.75,335.70,171.44,233.88,1.03e+03
3324625,"       (2006 DO62)",N,2453790.5,0.5072,1.903,1.45,334.90,215.66,349.56,959
3324626,"       (2006 DP62)",N,2460600.5,0.6700,1.513,5.43,299.43,98.24,47.96,679
3324627,"       (2006 DQ62)",N,2460600.5,0.7025,2.112,5.92,218.07,6.78,9.83,1.12e+03
3324628,"       (2006 DR62)",N,2453792.5,0.4471,1.969,6.08,154.65,345.58,5.48,1.01e+03
3324629,"       (2006 DS62)",N,2453793.5,0.5709,2.27,1.89,153.51,38.13,352.28,1.25e+03
3324630,"       (2006 DU62)",Y,2460600.5,0.7384,1.64,16.45,322.07,71.90,1.79,767
3324632,"       (2006 DV62)",N,2460600.5,0.5143,2.673,36.40,156.81,35.06,87.57,1.6e+03
3324631,"       (2006 DW62)",N,2460600.5,0.6478,3.221,19.61,345.29,182.87,73.20,2.11e+03
3324656,"       (2006 DM63)",N,2453794.5,0.4971,0.6957,1.78,336.43,17.43,140.28,212
3324657,"       (2006 DO63)",N,2453794.5,0.4054,1.455,6.23,161.28,66.31,330.27,641
3324658,"       (2006 DT63)",N,2460600.5,0.4653,2.395,4.66,335.48,189.54,16.55,1.35e+03
3324685,"       (2006 DU63)",N,2453796.5,0.7295,2.832,14.59,153.82,68.24,351.69,1.74e+03
3325500,"       (2006 EA)",N,2460600.5,0.6372,3.132,24.53,1.17,150.76,121.42,2.02e+03
3325501,"       (2006 EB)",N,2453799.5,0.7258,1.811,0.69,286.00,120.10,23.81,890
3325502,"       (2006 EC)",N,2460600.5,0.2173,1.137,7.58,347.42,245.81,78.30,443
3325503,"       (2006 EE)",N,2453802.5,0.3890,1.713,8.82,353.59,199.79,349.93,819
3325655,"       (2006 EH)",N,2460600.5,0.6141,2.682,24.53,169.17,281.23,109.10,1.6e+03
3325670,"       (2006 EW)",N,2460600.5,0.4026,1.654,6.76,158.78,328.03,286.80,777
3325671,"       (2006 EX)",N,2453799.5,0.0531,1.106,21.46,159.94,40.23,324.68,425
3325672,"       (2006 EY)",N,2453805.5,0.2776,1.431,3.95,350.08,218.26,338.64,625
3325673,"       (2006 EB1)",N,2460600.5,0.5162,2.143,9.25,160.55,5.32,339.53,1.15e+03
3325674,"       (2006 EC1)",N,2460600.5,0.7563,2.387,10.86,46.35,16.56,37.65,1.35e+03
3325676,"       (2006 EF1)",N,2460600.5,0.3443,1.265,13.72,328.16,296.54,326.18,520
3325677,"       (2006 EH1)",N,2453800.5,0.5696,2.033,5.50,164.16,49.92,347.80,1.06e+03
3327141,"       (2006 EW52)",N,2460600.5,0.0959,1.246,8.90,343.49,305.18,22.48,508
3327360,"       (2006 EJ53)",N,2453807.5,0.4293,2.175,23.80,346.11,212.28,349.74,1.17e+03
3327361,"       (2006 EK53)",N,2453812.5,0.5181,1.026,2.23,5.20,41.17,71.67,379
3329988,"       (2006 EF71)",N,2460600.5,0.5449,2.436,14.71,58.36,195.06,290.55,1.39e+03
3328630,"       (2006 FH)",N,2460600.5,0.5082,2.095,3.49,180.73,32.29,31.36,1.11e+03
3328631,"       (2006 FJ)",N,2460600.5,0.2876,1.179,27.71,187.65,229.21,286.75,468
3328633,"       (2006 FU)",N,2453819.5,0.4128,1.521,13.96,5.43,233.18,337.21,685
3328634,"       (2006 FV)",N,2460600.5,0.2320,1.37,9.52,180.97,308.79,244.10,586
3328669,"       (2006 FW)",N,2453820.5,0.3738,1.379,13.79,177.90,266.58,52.04,592
3328730,"       (2006 FK9)",N,2460600.5,0.3320,1.613,28.21,177.67,317.15,51.52,748
3328821,"       (2006 FL10)",N,2460600.5,0.3045,1.544,18.78,10.95,88.66,298.42,701
3328950,"       (2006 FV33)",N,2460600.5,0.5176,2.218,19.00,196.57,273.03,255.76,1.21e+03
3329226,"       (2006 FC35)",N,2460600.5,0.3747,1.722,21.12,17.71,121.86,97.13,825
3329243,"       (2006 FY35)",N,2460600.5,0.3593,1.814,21.23,26.36,207.44,194.04,892
3329254,"       (2006 FG36)",N,2460600.5,0.5418,2.266,10.21,3.01,154.90,156.96,1.25e+03
3329277,"       (2006 GA)",N,2460600.5,0.6176,2.452,18.04,188.14,304.89,308.72,1.4e+03
3329279,"       (2006 GC)",N,2460600.5,0.5815,2.195,5.62,186.45,62.89,236.39,1.19e+03
3329370,"       (2006 GB1)",N,2460600.5,0.2882,1.133,0.83,76.35,220.65,58.63,441
3329371,"       (2006 GC1)",Y,2460600.5,0.8172,1.707,5.98,196.10,232.91,142.10,814
3329605,"       (2006 GU2)",N,2460600.5,0.2560,1.08,3.38,196.99,266.28,247.65,410
3329825,"       (2006 GT3)",N,2460600.5,0.3616,1.722,8.66,10.95,223.84,52.32,825
3329986,"       (2006 HB)",N,2460600.5,0.4697,2.292,3.78,167.73,131.18,80.58,1.27e+03
3329987,"       (2006 HC)",N,2460600.5,0.0747,1.111,7.84,31.59,192.75,271.67,428
3330049,"       (2006 HC2)",Y,2460600.5,0.4871,1.71,3.75,198.18,66.66,76.40,817
3330050,"       (2006 HD2)",Y,2460600.5,0.6013,2.031,4.02,30.19,95.85,167.87,1.06e+03
3330051,"       (2006 HE2)",N,2460600.5,0.1568,1.065,1.18,200.28,90.84,235.85,401
3330155,"       (2006 HV5)",Y,2460600.5,0.3156,0.8425,32.02,35.94,317.51,218.40,282
3330156,"       (2006 HW5)",N,2453848.5,0.5705,2.399,6.04,26.78,176.47,1.56,1.36e+03
3330158,"       (2006 HY5)",N,2460600.5,0.3375,1.75,36.10,38.53,276.26,297.79,845
3330159,"       (2006 HZ5)",N,2460600.5,0.2057,1.202,4.28,202.78,307.48,55.71,481
3330160,"       (2006 HA6)",N,2453849.5,0.6362,3.274,22.75,17.03,157.10,7.62,2.16e+03
3330161,"       (2006 HF6)",N,2453855.5,0.5496,1.406,6.59,29.61,86.28,38.68,609
3330447,"       (2006 HJ18)",N,2460600.5,0.3173,1.084,10.25,75.16,28.93,206.96,412
3330680,"       (2006 HQ30)",Y,2460600.5,0.6070,2.605,12.09,85.29,180.54,130.86,1.54e+03
3330682,"       (2006 HS30)",N,2453850.5,0.5757,2.378,2.33,208.49,20.39,356.84,1.34e+03
3330683,"       (2006 HT30)",Y,2460600.5,0.6184,2.563,1.64,73.56,224.00,153.35,1.5e+03
3330685,"       (2006 HV30)",N,2453851.5,0.3712,1.592,34.86,206.11,61.27,336.37,734
3330686,"       (2006 HX30)",N,2460600.5,0.3117,1.485,0.98,178.69,40.09,83.42,661
3330687,"       (2006 HU50)",N,2460600.5,0.2470,1.288,5.91,46.89,214.43,203.62,534
3330688,"       (2006 HV50)",N,2460600.5,0.2612,0.8487,16.43,34.68,22.60,9.62,286
3330689,"       (2006 HW50)",N,2460600.5,0.1898,1.234,5.57,215.87,323.62,191.92,500
3330690,"       (2006 HY50)",N,2460600.5,0.6312,2.576,25.63,43.63,78.70,183.59,1.51e+03
3331069,"       (2006 HH56)",N,2453855.5,0.3245,1.365,23.85,40.63,238.34,328.94,582
3331094,"       (2006 HW57)",Y,2460600.5,0.5191,2.146,7.12,250.91,34.04,292.46,1.15e+03
3331095,"       (2006 HX57)",N,2460600.5,0.4937,1.8,0.20,109.75,161.78,201.56,882
3331096,"       (2006 HY57)",N,2460600.5,0.5629,2.687,26.15,220.77,11.90,72.02,1.61e+03
3331600,"       (2006 JE)",N,2453857.5,0.7557,1.776,14.96,43.44,286.01,340.29,864
3331848,"       (2006 JO)",N,2453858.5,0.6689,2.38,8.25,41.30,248.05,347.89,1.34e+03
3331849,"       (2006 JP)",N,2453862.5,0.3172,1.696,18.75,221.27,7.48,359.45,807
3331851,"       (2006 JU)",N,2460600.5,0.4685,2.158,5.36,213.46,90.10,262.44,1.16e+03
3332413,"       (2006 JM6)",N,2453862.5,0.4886,2.03,9.20,42.65,187.60,357.95,1.06e+03
3332414,"       (2006 JN6)",N,2460600.5,0.3220,1.705,17.18,238.82,22.54,85.57,813
3332531,"       (2006 JX25)",N,2460600.5,0.4327,2.152,3.07,43.94,262.85,265.22,1.15e+03
3332533,"       (2006 JZ25)",N,2460600.5,0.5479,2.407,10.31,337.91,305.75,326.81,1.36e+03
3332534,"       (2006 JV26)",N,2453864.5,0.7964,2.016,3.67,223.15,114.77,344.33,1.05e+03
3332535,"       (2006 JY26)",N,2460600.5,0.0831,1.01,1.44,43.46,273.65,340.67,371
3332788,"       (2006 JT41)",N,2460600.5,0.4018,1.751,1.79,117.43,80.90,356.47,847
3332789,"       (2006 JU41)",N,2460600.5,0.4286,2.124,7.59,51.88,236.38,314.29,1.13e+03
3333078,"       (2006 JE42)",N,2460600.5,0.5986,2.629,5.32,343.18,271.29,109.29,1.56e+03
54425072,"       (2006 JA91)",N,2460600.5,0.4338,2.137,7.20,224.02,59.99,299.87,1.14e+03
3333273,"       (2006 KA)",N,2460600.5,0.5618,1.633,31.01,235.96,244.70,335.48,762
3333489,"       (2006 KC)",N,2460600.5,0.4735,1.221,14.47,236.96,254.56,285.19,493
3333490,"       (2006 KE)",N,2460600.5,0.4937,2.187,19.45,232.45,70.46,222.76,1.18e+03
3333576,"       (2006 KB1)",N,2460600.5,0.6820,2.467,0.38,161.21,10.23,288.71,1.41e+03
3333609,"       (2006 KP1)",N,2460600.5,0.5015,2.149,6.77,219.00,77.77,278.53,1.15e+03
3333610,"       (2006 KQ1)",Y,2460600.5,0.1754,1.244,9.61,88.62,18.35,207.08,507
3333612,"       (2006 KS1)",N,2460600.5,0.3150,1.47,3.65,237.37,322.88,145.77,651
3333737,"       (2006 KK21)",Y,2460600.5,0.8703,2.727,12.45,188.92,285.83,48.59,1.64e+03
3333957,"       (2006 KP21)",N,2453879.5,0.5192,2.063,5.04,237.11,299.78,18.21,1.08e+03
3334361,"       (2006 KS38)",N,2453881.5,0.4561,1.431,28.71,63.49,101.10,32.68,625
3334434,"       (2006 KA40)",N,2460600.5,0.4821,2.354,4.98,232.04,86.78,359.86,1.32e+03
3334435,"       (2006 KC40)",N,2460600.5,0.5293,1.668,8.82,77.89,260.47,157.76,787
3334436,"       (2006 KD40)",Y,2460600.5,0.5129,2.017,21.11,86.68,217.93,133.63,1.05e+03
3334438,"       (2006 KY67)",N,2460600.5,0.5352,2.072,3.04,117.10,174.29,44.67,1.09e+03
3335045,"       (2006 KJ89)",N,2460600.5,0.5455,2.384,2.99,163.34,95.66,355.13,1.34e+03
3335046,"       (2006 KK89)",N,2453884.5,0.1790,1.031,17.06,62.13,318.61,234.09,382
3335047,"       (2006 KL89)",N,2460600.5,0.5384,2.761,13.74,83.96,155.71,12.61,1.68e+03
3335048,"       (2006 KM89)",N,2453891.5,0.2753,1.598,3.05,118.43,143.50,355.51,738
3335049,"       (2006 KN89)",Y,2453888.5,0.5316,1.793,5.82,217.65,108.31,337.90,877
3335226,"       (2006 KF100)",N,2460600.5,0.3715,1.891,24.48,50.35,244.54,351.25,950
3335227,"       (2006 KK103)",N,2460600.5,0.4628,2.13,8.13,70.13,210.64,317.71,1.14e+03
3335302,"       (2006 KL103)",N,2453887.5,0.2851,1.449,0.35,50.69,182.88,8.27,637
3335422,"       (2006 KY112)",N,2453892.5,0.2509,1.438,20.19,75.56,170.35,2.30,630
3335304,"       (2006 LA)",N,2460600.5,0.8478,1.697,10.86,25.01,71.10,136.07,807
3335305,"       (2006 LB)",N,2453888.5,0.3234,1.678,6.96,248.50,354.72,1.95,794
3335306,"       (2006 LC)",N,2453891.5,0.3578,1.482,11.77,249.73,52.24,336.52,659
3335421,"       (2006 LD)",N,2453888.5,0.1007,1.231,24.55,67.78,187.62,355.15,499
3335423,"       (2006 LF)",N,2460600.5,0.6518,2.145,7.97,199.21,350.00,327.25,1.15e+03
3335553,"       (2006 LH)",N,2453890.5,0.3159,1.085,7.82,95.34,264.63,290.25,413
3335424,"       (2006 LK)",Y,2460600.5,0.6383,2.858,10.17,157.76,194.32,261.96,1.77e+03
3335555,"       (2006 LM)",N,2460600.5,0.4322,1.712,6.67,74.23,215.80,57.56,818
3335613,"       (2006 LD1)",Y,2460600.5,0.7012,2.317,5.95,65.40,276.19,54.71,1.29e+03
3336867,"       (2006 MB)",N,2460600.5,0.0830,1.114,14.43,257.59,287.03,284.88,429
3336903,"       (2006 MV1)",N,2460600.5,0.2419,1.317,4.27,264.51,31.73,35.89,552
