"spkid","full_name","pha","epoch","e","a","i","om","w","ma","per"
3781312,"       (2017 QR35)",N,2460600.5,0.3387,1.55,9.23,338.76,354.50,252.63,705
3781316,"       (2017 QS35)",N,2460600.5,0.4878,2.313,7.18,128.17,144.24,37.21,1.28e+03
3781314,"       (2017 QT35)",N,2460600.5,0.5188,2.599,9.37,193.22,175.55,246.67,1.53e+03
3781309,"       (2017 QU35)",N,2457997.5,0.4800,2.104,6.77,156.67,141.26,14.36,1.11e+03
3781317,"       (2017 QV35)",N,2457998.5,0.5382,2.466,4.91,154.74,174.66,4.29,1.41e+03
3781330,"       (2017 QX35)",N,2460600.5,0.3153,1.458,8.67,315.51,328.17,50.34,643
3781359,"       (2017 QC36)",Y,2460600.5,0.2961,0.7992,17.36,136.67,356.58,217.16,261
3781318,"       (2017 RB)",N,2460600.5,0.1486,1.147,7.85,162.27,227.06,249.57,449
3781319,"       (2017 RC)",N,2460600.5,0.4189,1.543,1.51,336.96,306.28,279.57,700
3781329,"       (2017 RF)",N,2457998.5,0.1603,1.29,16.35,337.70,347.94,9.75,535
3781338,"       (2017 RK)",N,2457998.5,0.1697,1.243,7.24,333.65,6.67,0.58,506
3781339,"       (2017 RL)",Y,2460600.5,0.5799,2.439,19.54,344.80,347.69,316.92,1.39e+03
3781341,"       (2017 RU)",N,2460600.5,0.5610,2.636,8.75,183.73,166.95,237.65,1.56e+03
3781344,"       (2017 RV)",Y,2460600.5,0.6147,1.224,3.01,329.12,241.38,152.98,495
3781372,"       (2017 RK1)",N,2460600.5,0.4348,2.209,9.13,180.96,176.99,57.78,1.2e+03
3781370,"       (2017 RL1)",N,2460600.5,0.4582,2.273,19.58,249.83,87.25,21.64,1.25e+03
3781371,"       (2017 RM1)",N,2460600.5,0.4118,1.541,5.77,280.84,353.22,289.71,699
3781387,"       (2017 RT1)",N,2460600.5,0.4007,2.126,5.44,344.06,19.13,104.51,1.13e+03
3781389,"       (2017 RU1)",N,2460600.5,0.2788,1.504,18.41,346.90,20.55,293.03,674
3781388,"       (2017 RV1)",Y,2460600.5,0.6263,2.427,2.05,292.12,123.16,300.76,1.38e+03
3781386,"       (2017 RW1)",N,2458010.5,0.5071,1.651,9.21,173.82,252.50,333.38,775
3781390,"       (2017 RX1)",N,2460600.5,0.2765,1.439,8.40,350.51,10.79,33.72,630
3781403,"       (2017 RG2)",N,2460600.5,0.5147,2.043,5.42,1.39,18.94,145.85,1.07e+03
3781416,"       (2017 RJ2)",N,2458009.5,0.6213,1.947,1.49,176.85,248.18,342.43,993
3781415,"       (2017 RK2)",N,2460600.5,0.5095,2.009,0.43,193.63,183.65,168.91,1.04e+03
3781402,"       (2017 RL2)",N,2460600.5,0.0460,1.105,2.91,350.87,349.34,43.25,424
3781405,"       (2017 RM2)",N,2458010.5,0.5125,2.366,3.45,196.07,163.97,357.44,1.33e+03
3781409,"       (2017 RN2)",N,2460600.5,0.5011,2.377,6.51,344.10,39.48,327.11,1.34e+03
3781410,"       (2017 RO2)",N,2460600.5,0.1561,1.117,18.77,355.02,229.00,112.58,431
3781408,"       (2017 RP2)",N,2460600.5,0.1719,1.122,2.22,121.50,333.35,263.41,434
3781404,"       (2017 RQ2)",N,2460600.5,0.5194,2.433,20.96,359.50,19.35,308.14,1.39e+03
3781406,"       (2017 RS2)",N,2460600.5,0.2038,1.263,2.99,173.11,153.17,13.90,519
3781407,"       (2017 RT2)",N,2458011.5,0.4859,2.068,3.13,345.36,314.19,16.40,1.09e+03
3781412,"       (2017 RU2)",N,2460600.5,0.5231,2.025,0.35,30.50,357.78,155.64,1.05e+03
3781417,"       (2017 RV2)",N,2460600.5,0.3655,1.546,0.21,172.15,149.90,261.18,702
3781411,"       (2017 RW2)",N,2458014.5,0.6361,2.487,0.99,338.21,70.75,349.80,1.43e+03
3781414,"       (2017 RX2)",N,2460600.5,0.5445,0.7413,1.69,174.07,334.34,284.64,233
3781419,"       (2017 RA14)",N,2460600.5,0.5050,2.099,6.18,74.80,224.54,137.76,1.11e+03
3781442,"       (2017 RB15)",N,2460600.5,0.3248,1.482,1.97,173.37,207.58,320.67,659
3781445,"       (2017 RC15)",N,2460600.5,0.4785,2.385,9.47,184.71,156.55,335.31,1.35e+03
3781443,"       (2017 RD15)",N,2460600.5,0.4880,2.058,7.49,88.51,10.29,93.91,1.08e+03
3781444,"       (2017 RE15)",N,2458011.5,0.3280,1.337,9.86,343.56,76.69,320.64,564
3781449,"       (2017 RF15)",N,2460600.5,0.4573,2.138,6.59,332.06,332.37,109.35,1.14e+03
3781447,"       (2017 RG15)",N,2458013.5,0.5321,2.125,6.82,339.24,319.87,14.16,1.13e+03
3781446,"       (2017 RH15)",N,2460600.5,0.2654,1.39,2.17,122.33,305.21,67.85,598
3781448,"       (2017 RJ15)",N,2460600.5,0.4271,1.303,13.43,347.14,132.30,183.16,543
3781451,"       (2017 RK15)",N,2460600.5,0.4194,0.8629,5.73,344.57,216.18,60.54,293
3781450,"       (2017 RL15)",N,2460600.5,0.5937,3.052,12.64,175.00,207.62,111.85,1.95e+03
3781452,"       (2017 RM15)",N,2460600.5,0.5255,2.493,2.91,0.40,91.20,246.83,1.44e+03
3781458,"       (2017 RN15)",N,2458012.5,0.2140,1.41,12.80,354.45,348.81,6.51,611
3781460,"       (2017 RO15)",N,2458011.5,0.2115,1.416,20.75,171.52,151.58,18.61,616
3781453,"       (2017 RP15)",N,2460600.5,0.1910,1.18,7.32,354.72,68.30,138.70,468
3781456,"       (2017 RQ15)",N,2458012.5,0.6732,1.666,9.29,352.70,104.37,334.02,785
3781457,"       (2017 RR15)",Y,2460600.5,0.4282,1.378,18.53,13.45,97.80,76.86,591
3781454,"       (2017 RS15)",N,2458012.5,0.6433,2.608,8.76,278.92,116.29,352.38,1.54e+03
3781459,"       (2017 RT15)",N,2458012.5,0.4731,2.154,6.30,352.61,314.11,12.97,1.15e+03
3781455,"       (2017 RU15)",N,2460600.5,0.3513,1.319,13.70,349.41,279.66,288.27,553
3781463,"       (2017 RV15)",N,2460600.5,0.1206,1.275,24.16,351.85,76.66,267.33,526
3781465,"       (2017 RX15)",N,2460600.5,0.5096,2.444,17.68,353.04,10.26,304.52,1.4e+03
3781467,"       (2017 RY15)",N,2460600.5,0.1551,1.111,16.75,356.82,111.14,279.99,428
3781461,"       (2017 RZ15)",N,2460600.5,0.2566,0.9575,2.04,162.01,62.46,304.96,342
3781466,"       (2017 RB16)",N,2460600.5,0.3100,1.041,5.17,9.54,94.87,166.63,388
3781576,"       (2017 RE16)",N,2460600.5,0.4712,2.389,5.39,189.88,243.17,293.28,1.35e+03
3781574,"       (2017 RH16)",N,2460600.5,0.4429,0.8746,0.62,338.32,226.63,344.09,299
3781575,"       (2017 RK16)",N,2458011.5,0.2571,1.431,32.03,170.84,129.65,31.70,625
3781573,"       (2017 RL16)",N,2460600.5,0.1158,1.018,4.12,16.58,220.75,72.27,375
3781577,"       (2017 RM16)",N,2460600.5,0.2621,1.178,8.88,171.82,105.18,243.13,467
3781579,"       (2017 RN16)",N,2460600.5,0.2819,1.202,1.99,169.87,108.41,181.50,481
3781595,"       (2017 RO16)",N,2460600.5,0.3791,1.466,0.76,152.16,260.76,329.89,648
3781596,"       (2017 RP16)",N,2460600.5,0.3292,1.125,2.37,166.28,90.65,36.15,436
3781580,"       (2017 RQ16)",N,2460600.5,0.4747,2.188,38.86,352.84,244.85,123.84,1.18e+03
3781586,"       (2017 RR16)",N,2460600.5,0.4732,2.018,14.48,353.52,285.69,200.58,1.05e+03
3781649,"       (2017 RN17)",N,2458009.5,0.6995,2.625,19.83,230.23,32.40,12.94,1.55e+03
3781708,"       (2017 RO17)",N,2460600.5,0.3789,0.8712,0.96,187.30,19.82,7.16,297
3781713,"       (2017 RP17)",N,2458012.5,0.1650,1.534,14.23,356.44,16.33,349.48,694
3781825,"       (2017 RQ17)",N,2457998.5,0.5186,0.6991,5.03,159.86,344.01,220.74,213
3781826,"       (2017 RR17)",N,2457998.5,0.1591,1.287,26.70,159.36,239.66,314.46,533
3781829,"       (2017 RU17)",N,2458009.5,0.6230,2.781,1.62,244.32,164.66,348.72,1.69e+03
3781830,"       (2017 RV17)",N,2460600.5,0.3332,1.387,32.00,174.60,225.46,97.58,597
3781831,"       (2017 RW17)",N,2458010.5,0.5932,2.01,0.98,173.33,240.76,344.76,1.04e+03
3781832,"       (2017 RX17)",N,2458011.5,0.6684,2.004,4.17,345.62,275.52,19.91,1.04e+03
3781820,"       (2017 RY17)",N,2458016.5,0.3782,1.659,0.59,187.67,191.89,350.60,780
3781833,"       (2017 RZ17)",N,2458012.5,0.4978,1.884,10.95,30.30,66.78,301.44,945
3838941,"       (2017 RE110)",N,2460600.5,0.0931,1.419,9.45,302.55,67.37,55.41,617
54054525,"       (2017 RM122)",N,2460600.5,0.1529,1.431,1.31,135.27,208.34,56.86,626
3781413,"       (2017 SA)",N,2460600.5,0.5480,2.442,2.59,85.86,203.48,330.00,1.39e+03
3781593,"       (2017 SD2)",N,2458014.5,0.4288,1.201,9.77,346.08,255.49,63.73,481
3781581,"       (2017 SE2)",N,2460600.5,0.3733,1.982,26.53,4.92,21.28,178.56,1.02e+03
3781584,"       (2017 SF2)",N,2458012.5,0.5771,1.181,2.83,97.51,15.66,309.14,469
3781587,"       (2017 SH2)",N,2460600.5,0.5330,2.525,4.30,41.08,304.97,279.19,1.47e+03
3781589,"       (2017 SJ2)",N,2458020.5,0.5618,2.505,6.57,15.80,318.93,5.67,1.45e+03
3781585,"       (2017 SK2)",N,2460600.5,0.1535,1.435,13.72,170.92,223.53,11.25,628
3781582,"       (2017 SL2)",N,2460600.5,0.5695,2.434,1.01,355.83,56.17,296.54,1.39e+03
3781591,"       (2017 SM2)",N,2460600.5,0.3322,1.32,5.81,176.48,240.04,209.39,554
3781594,"       (2017 SN2)",Y,2460600.5,0.4911,2.063,22.87,2.73,354.92,139.53,1.08e+03
3781592,"       (2017 SO2)",N,2460600.5,0.6914,2.551,9.23,123.90,335.28,242.39,1.49e+03
3781597,"       (2017 SP2)",N,2458016.5,0.6304,2.305,30.68,355.25,304.45,11.65,1.28e+03
3781598,"       (2017 SQ2)",N,2460600.5,0.5941,2.385,0.87,174.31,151.18,338.75,1.35e+03
3781612,"       (2017 SR2)",N,2460600.5,0.5406,2.044,0.92,358.20,35.74,141.95,1.07e+03
3781640,"       (2017 SG10)",N,2458017.5,0.1006,1.221,35.98,2.14,75.63,290.17,493
3781641,"       (2017 SH10)",N,2460600.5,0.4603,2.133,5.89,336.28,346.36,105.18,1.14e+03
3781645,"       (2017 SJ10)",N,2458018.5,0.5091,2.138,7.07,15.83,289.35,17.11,1.14e+03
3781647,"       (2017 SK10)",N,2458015.5,0.9317,2.051,24.48,3.34,202.43,18.71,1.07e+03
3781639,"       (2017 SL10)",N,2458014.5,0.1345,1.372,25.03,172.80,189.92,355.33,587
3781643,"       (2017 SM10)",N,2460600.5,0.5216,2.46,8.63,19.46,312.94,307.61,1.41e+03
3781644,"       (2017 SN10)",N,2460600.5,0.1784,1.145,3.02,181.85,104.18,331.94,448
3781642,"       (2017 SO10)",N,2460600.5,0.3129,1.157,5.50,348.16,105.60,184.64,455
3781648,"       (2017 SP10)",N,2458018.5,0.5142,2.108,11.25,181.57,194.14,355.31,1.12e+03
3781646,"       (2017 SQ10)",N,2458018.5,0.5760,2.429,0.82,218.19,159.79,355.77,1.38e+03
3781650,"       (2017 SR10)",N,2460600.5,0.3528,1.461,0.93,5.22,301.70,27.08,645
3781651,"       (2017 SS10)",N,2460600.5,0.3262,0.8532,18.65,181.66,323.56,229.51,288
3781697,"       (2017 ST10)",N,2460600.5,0.4464,1.612,2.46,176.21,236.10,144.06,747
3781711,"       (2017 SQ11)",N,2460600.5,0.5228,2.261,19.74,19.56,64.32,3.98,1.24e+03
3781709,"       (2017 SR11)",N,2458016.5,0.1344,1.371,12.66,184.30,183.56,355.62,586
3781710,"       (2017 ST11)",N,2460600.5,0.4236,1.993,3.19,148.33,229.49,176.75,1.03e+03
3781714,"       (2017 SU11)",N,2460600.5,0.3177,1.239,3.45,320.53,132.94,345.32,504
3781722,"       (2017 SV11)",N,2460600.5,0.5285,2.339,6.53,343.58,37.90,345.26,1.31e+03
3781718,"       (2017 SX11)",N,2460600.5,0.5062,1.445,10.99,331.74,155.28,318.54,635
3781720,"       (2017 SY11)",N,2460600.5,0.3795,2.031,4.51,275.90,105.51,151.36,1.06e+03
3781719,"       (2017 SZ11)",N,2458018.5,0.2465,1.167,4.80,340.83,107.55,299.97,460
3781721,"       (2017 SA12)",N,2458018.5,0.4090,1.299,23.74,191.93,54.12,70.06,541
3781715,"       (2017 SB12)",N,2458018.5,0.5201,2.117,0.58,229.53,103.25,7.57,1.13e+03
3781716,"       (2017 SC12)",N,2458018.5,0.5519,2.197,7.44,341.97,323.60,15.59,1.19e+03
3781729,"       (2017 SD12)",N,2460600.5,0.3628,1.521,6.95,178.57,145.64,292.79,685
3781725,"       (2017 SE12)",N,2460600.5,0.2558,1.111,2.88,181.86,89.26,63.64,428
3781728,"       (2017 SF12)",N,2458020.5,0.2723,1.539,14.79,180.45,182.53,359.27,698
3781723,"       (2017 SG12)",N,2460600.5,0.4893,2.511,4.24,3.61,9.63,276.09,1.45e+03
3781726,"       (2017 SH12)",N,2458019.5,0.1204,1.02,16.93,177.50,38.40,139.66,376
3781727,"       (2017 SJ12)",N,2460600.5,0.3388,1.42,17.17,173.74,267.95,22.05,618
3781724,"       (2017 SK12)",N,2458019.5,0.6235,1.726,3.37,40.18,58.18,333.95,828
3781736,"       (2017 SL12)",N,2458021.5,0.5991,2.726,5.30,173.09,211.29,357.69,1.64e+03
3781732,"       (2017 SM12)",N,2460600.5,0.5987,2.57,7.76,344.50,47.22,251.26,1.5e+03
3781730,"       (2017 SN12)",N,2458020.5,0.4423,1.491,12.31,3.34,73.26,329.66,665
3781731,"       (2017 SO12)",N,2458020.5,0.6004,2.561,26.73,182.76,204.69,355.52,1.5e+03
3781735,"       (2017 SP12)",N,2460600.5,0.6222,1.803,11.57,49.13,223.95,353.62,885
3781734,"       (2017 SQ12)",N,2460600.5,0.5778,2.462,1.32,287.67,81.70,296.64,1.41e+03
3781737,"       (2017 SS12)",N,2460600.5,0.3424,1.228,1.20,1.25,283.75,110.01,497
3781865,"       (2017 SZ13)",N,2458021.5,0.5994,2.661,13.21,350.60,6.46,0.93,1.59e+03
3781866,"       (2017 SA14)",N,2458021.5,0.1154,1.414,21.24,356.06,15.86,350.22,614
3781868,"       (2017 SB14)",N,2460600.5,0.2972,1.284,25.63,173.17,328.00,215.99,531
3781869,"       (2017 SC14)",N,2460600.5,0.3254,1.503,6.25,178.72,241.57,268.61,673
3781870,"       (2017 SD14)",N,2460600.5,0.3045,1.79,20.71,170.65,223.56,322.45,875
3781867,"       (2017 SF14)",N,2460600.5,0.2274,1.318,2.81,66.37,279.17,252.58,553
3781871,"       (2017 SG14)",Y,2460600.5,0.2331,1.277,47.57,177.20,315.31,198.74,527
3781872,"       (2017 SH14)",N,2458022.5,0.4400,1.703,2.39,258.68,149.47,341.49,812
3781873,"       (2017 SJ14)",N,2460600.5,0.5162,2.437,1.00,158.48,236.42,298.65,1.39e+03
3781874,"       (2017 SK14)",N,2458021.5,0.5951,2.522,1.48,172.12,216.04,354.61,1.46e+03
3781875,"       (2017 SL14)",N,2460600.5,0.2473,1.364,3.02,154.94,306.72,88.04,582
3781883,"       (2017 SN14)",Y,2460600.5,0.4393,0.9795,24.98,316.23,287.37,162.16,354
3781881,"       (2017 SO14)",N,2460600.5,0.5597,2.496,3.88,258.15,129.53,278.10,1.44e+03
3781880,"       (2017 SP14)",N,2460600.5,0.4163,1.829,8.82,191.92,181.42,303.27,903
3781879,"       (2017 SQ14)",N,2458022.5,0.3048,1.492,11.97,185.41,183.56,356.87,665
3781878,"       (2017 SR14)",N,2458021.5,0.1561,1.37,24.81,187.81,200.93,339.04,586
3781877,"       (2017 SS14)",N,2458021.5,0.5994,2.521,4.68,352.09,343.58,5.45,1.46e+03
3781882,"       (2017 ST14)",N,2460600.5,0.7018,2.489,2.57,307.04,134.34,273.15,1.43e+03
3781884,"       (2017 SU14)",N,2458021.5,0.5346,2.083,6.45,188.16,137.38,9.82,1.1e+03
3781886,"       (2017 SV14)",N,2460600.5,0.0870,1.308,19.73,189.46,148.31,283.66,547
3781885,"       (2017 SW14)",N,2460600.5,0.4562,2.251,33.17,0.03,87.51,0.68,1.23e+03
3781893,"       (2017 SG16)",N,2458022.5,0.5509,2.309,2.10,351.13,7.58,1.31,1.28e+03
3781890,"       (2017 SH16)",N,2460600.5,0.4789,1.492,8.23,186.54,254.74,284.50,666
3781888,"       (2017 SJ16)",N,2458025.5,0.5286,2.182,7.20,184.45,180.46,0.70,1.18e+03
3781889,"       (2017 SK16)",N,2460600.5,0.4484,1.46,3.84,359.08,285.38,34.82,645
3781897,"       (2017 SL16)",N,2460600.5,0.1520,0.996,8.81,182.18,68.59,122.60,363
3781898,"       (2017 SM16)",N,2460600.5,0.5704,2.892,3.14,207.64,178.37,153.98,1.8e+03
3781896,"       (2017 SN16)",N,2460600.5,0.1456,1.017,13.38,2.62,136.89,201.73,374
3781894,"       (2017 SO16)",N,2460600.5,0.4563,2.33,7.05,13.29,22.65,347.37,1.3e+03
3781895,"       (2017 SQ16)",N,2460600.5,0.0333,1.049,21.10,359.06,99.19,112.84,392
3781900,"       (2017 SR16)",N,2458024.5,0.4489,1.402,26.39,4.21,281.86,33.54,606
3781899,"       (2017 SS16)",N,2458023.5,0.5486,1.481,9.65,5.47,91.27,327.95,658
3781891,"       (2017 ST16)",N,2460600.5,0.1870,1.364,14.44,184.72,206.37,137.16,582
3781901,"       (2017 SU16)",N,2458022.5,0.6112,2.608,12.50,184.08,180.21,359.75,1.54e+03
3781905,"       (2017 SK17)",N,2460600.5,0.5258,1.084,25.07,41.91,206.21,153.97,412
3781911,"       (2017 SL17)",Y,2460600.5,0.6616,2.739,18.61,207.39,227.33,186.96,1.66e+03
3781909,"       (2017 SM17)",N,2458023.5,0.4835,0.9405,6.32,326.98,177.28,268.63,333
3781908,"       (2017 SN17)",N,2460600.5,0.0550,1.129,24.65,191.93,21.48,103.33,438
3781907,"       (2017 SO17)",N,2460600.5,0.5752,2.667,19.65,55.76,9.24,210.87,1.59e+03
3781906,"       (2017 SQ17)",N,2458022.5,0.1871,1.386,24.13,179.92,193.24,354.77,596
3781910,"       (2017 SR17)",N,2460600.5,0.8956,2.5,28.41,155.75,5.73,265.90,1.44e+03
3781912,"       (2017 SS17)",N,2460600.5,0.5056,2.224,3.66,211.95,168.83,40.64,1.21e+03
3781913,"       (2017 ST17)",N,2460600.5,0.3266,1.265,9.81,9.78,89.15,287.71,520
3781916,"       (2017 SU17)",N,2460600.5,0.2942,1.226,1.64,182.60,112.14,110.80,496
3781917,"       (2017 SV17)",N,2460600.5,0.2588,0.8903,4.98,10.55,209.38,269.68,307
3781915,"       (2017 SW17)",N,2458023.5,0.6264,2.426,5.01,16.99,294.87,11.32,1.38e+03
3781947,"       (2017 SX17)",N,2460600.5,0.2555,1.165,2.87,189.72,249.11,171.83,459
3781963,"       (2017 SE19)",Y,2460600.5,0.5267,2.119,8.80,87.26,29.75,75.48,1.13e+03
3781962,"       (2017 SF19)",N,2460600.5,0.6711,2.284,41.10,163.67,79.57,45.71,1.26e+03
3781964,"       (2017 SG19)",N,2458021.5,0.5443,2.432,21.46,342.38,340.81,10.01,1.39e+03
3781971,"       (2017 SJ19)",N,2458021.5,0.3964,1.726,5.21,185.35,190.45,354.00,829
3781973,"       (2017 SK19)",N,2458021.5,0.5697,2.042,0.59,285.80,8.24,18.00,1.07e+03
3781970,"       (2017 SL19)",N,2460600.5,0.1956,1.434,2.81,143.34,126.44,114.26,627
3781972,"       (2017 SM19)",N,2460600.5,0.0573,1.291,24.01,14.49,39.27,255.19,536
3781969,"       (2017 SN19)",N,2460600.5,0.5077,1.966,33.92,343.82,268.77,260.32,1.01e+03
3781967,"       (2017 SO19)",N,2458022.5,0.3604,1.702,22.78,359.48,332.78,12.98,811
3781991,"       (2017 SP19)",N,2460600.5,0.5803,2.531,4.91,43.75,342.75,267.61,1.47e+03
3781968,"       (2017 SQ19)",N,2458022.5,0.5850,2.478,5.17,164.77,250.49,348.14,1.42e+03
3781966,"       (2017 SR19)",N,2460600.5,0.5607,2.6,14.45,158.02,106.35,287.14,1.53e+03
3781979,"       (2017 SS19)",N,2460600.5,0.5833,2.627,9.69,233.77,190.97,218.48,1.56e+03
3781974,"       (2017 ST19)",N,2458023.5,0.3662,1.672,1.73,158.60,288.08,315.93,789
3781978,"       (2017 SU19)",N,2460600.5,0.4694,2.337,3.85,160.81,224.76,346.70,1.31e+03
3781977,"       (2017 SV19)",N,2460600.5,0.0406,1.063,1.30,343.81,156.90,22.68,400
3781975,"       (2017 SW19)",N,2458023.5,0.2638,1.344,17.25,184.38,143.32,20.74,569
3781976,"       (2017 SX19)",N,2458023.5,0.2607,1.415,7.34,359.93,7.88,357.55,615
3781989,"       (2017 SY19)",N,2458024.5,0.3665,1.666,40.96,6.87,9.61,355.79,785
3781985,"       (2017 SZ19)",N,2460600.5,0.2505,1.373,0.43,169.78,203.57,133.83,587
3781983,"       (2017 SA20)",N,2460600.5,0.1900,1.092,0.13,34.86,250.87,100.54,417
3781981,"       (2017 SB20)",N,2460600.5,0.2172,0.9731,5.44,11.84,116.30,27.02,351
3781984,"       (2017 SC20)",N,2460600.5,0.4561,1.682,10.37,186.01,120.69,104.48,797
3781986,"       (2017 SD20)",N,2460600.5,0.4532,0.8517,6.49,187.37,37.28,84.07,287
3781990,"       (2017 SE20)",N,2460600.5,0.3706,0.7544,7.31,4.55,192.39,69.27,239
3781980,"       (2017 SF20)",N,2460600.5,0.4925,1.806,3.07,183.17,137.32,339.89,887
3781982,"       (2017 SG20)",N,2458025.5,0.5979,2.505,13.20,6.73,24.95,354.71,1.45e+03
3781987,"       (2017 SH20)",N,2458025.5,0.2320,1.039,41.69,5.47,246.08,87.67,387
3781988,"       (2017 SJ20)",N,2460600.5,0.6717,2.495,5.42,189.66,261.18,262.12,1.44e+03
3781992,"       (2017 SK20)",N,2458026.5,0.1762,1.186,17.12,7.71,50.62,323.43,472
3782011,"       (2017 ST20)",N,2460600.5,0.1716,1.313,15.42,188.64,268.55,184.65,549
3782010,"       (2017 SU20)",N,2460600.5,0.4559,2.366,15.27,321.82,26.63,338.38,1.33e+03
3782013,"       (2017 SW20)",N,2460600.5,0.8000,2.017,20.24,83.27,167.89,192.47,1.05e+03
3782014,"       (2017 SX20)",N,2460600.5,0.1724,1.317,25.37,188.60,199.72,223.85,552
3782016,"       (2017 SY20)",N,2460600.5,0.5558,2.354,5.45,204.26,183.86,336.69,1.32e+03
3782015,"       (2017 SZ20)",N,2460600.5,0.1259,1.158,20.88,6.03,53.31,191.47,455
3782017,"       (2017 SA21)",N,2460600.5,0.5821,2.313,4.22,185.39,152.38,8.24,1.28e+03
3782018,"       (2017 SB21)",N,2460600.5,0.4652,1.776,11.38,13.82,300.62,11.69,864
3782064,"       (2017 SK21)",N,2458022.5,0.5066,1.024,36.71,354.51,229.36,89.84,378
3782055,"       (2017 SM21)",N,2460600.5,0.3749,1.58,13.76,2.26,334.53,208.16,725
3782058,"       (2017 SN21)",N,2460600.5,0.2670,1.282,8.81,194.36,232.61,271.49,530
3782057,"       (2017 SO21)",N,2460600.5,0.0277,1.065,11.08,191.15,210.78,115.45,401
3782060,"       (2017 SP21)",N,2460600.5,0.1389,0.9804,11.21,188.13,69.30,185.90,355
3782056,"       (2017 SQ21)",N,2460600.5,0.4953,2.383,8.65,152.99,150.21,0.29,1.34e+03
3785704,"       (2017 SR32)",N,2460600.5,0.4451,1.936,34.16,136.08,329.36,186.40,984
3785705,"       (2017 SS32)",N,2460600.5,0.5217,0.8373,9.93,160.81,59.49,171.51,280
3785706,"       (2017 SY32)",Y,2460600.5,0.4370,1.147,26.04,220.43,271.04,208.71,449
3785724,"       (2017 SZ32)",N,2458017.5,0.6713,1.516,9.55,357.29,255.69,26.73,682
3785707,"       (2017 SA33)",N,2458020.5,0.2649,1.533,11.51,352.04,358.02,2.05,694
3785708,"       (2017 SB33)",N,2458021.5,0.6100,1.711,10.34,231.99,231.71,326.61,818
3785709,"       (2017 SC33)",N,2458021.5,0.3201,1.077,16.22,318.34,205.38,213.24,408
3785711,"       (2017 SE33)",N,2458021.5,0.6169,2.627,1.01,176.98,163.03,4.29,1.55e+03
3785714,"       (2017 SH33)",N,2458022.5,0.2498,1.646,61.63,224.03,174.96,353.51,771
3785716,"       (2017 SK33)",N,2458022.5,0.2720,1.487,23.66,166.61,172.90,15.69,662
3785717,"       (2017 SL33)",N,2460600.5,0.4308,1.818,29.94,148.70,311.92,279.83,895
3782020,"       (2017 TA)",N,2460600.5,0.2412,1.304,19.70,193.00,199.08,246.93,544
3782019,"       (2017 TB)",N,2460600.5,0.2096,1.041,1.12,190.55,273.25,155.45,388
3782054,"       (2017 TB1)",N,2458030.5,0.2491,1.447,18.52,196.10,176.89,358.94,636
3782059,"       (2017 TC1)",N,2458029.5,0.9696,2.493,9.29,274.40,253.05,347.55,1.44e+03
3782053,"       (2017 TD1)",N,2458029.5,0.3509,1.278,13.38,352.52,284.72,53.86,528
3782062,"       (2017 TE1)",N,2458032.5,0.5515,2.228,7.60,189.96,165.02,4.78,1.21e+03
3782061,"       (2017 TF1)",N,2460600.5,0.1873,1.256,0.89,102.58,278.99,352.60,514
3782063,"       (2017 TG1)",N,2460600.5,0.2012,1.376,23.57,185.81,169.74,144.72,590
3782066,"       (2017 TH1)",N,2460600.5,0.5909,2.528,8.73,198.64,182.38,269.14,1.47e+03
3782065,"       (2017 TJ1)",N,2460600.5,0.1787,1.208,10.40,289.32,280.94,272.06,485
3782067,"       (2017 TK1)",Y,2460600.5,0.5682,2.244,9.93,354.45,355.54,38.42,1.23e+03
3785679,"       (2017 TR1)",N,2460600.5,0.6304,2.987,23.65,17.69,333.74,133.06,1.89e+03
3785682,"       (2017 TS1)",N,2460600.5,0.4738,1.714,1.47,238.39,86.15,64.96,819
3785680,"       (2017 TT1)",N,2460600.5,0.6204,2.532,7.29,197.76,210.60,261.89,1.47e+03
3785681,"       (2017 TU1)",N,2460600.5,0.4367,0.7941,0.41,328.27,196.71,215.71,258
3785691,"       (2017 TE2)",N,2458040.5,0.5285,1.716,2.55,5.17,298.76,24.30,821
3785689,"       (2017 TF2)",N,2460600.5,0.3749,0.7158,13.85,326.99,217.65,59.48,221
3785686,"       (2017 TG2)",Y,2460600.5,0.6350,1.641,4.07,249.07,229.05,95.11,768
3785685,"       (2017 TH2)",N,2460600.5,0.2440,1.302,3.55,197.63,153.23,273.94,543
3785687,"       (2017 TJ2)",N,2460600.5,0.2203,1.315,21.01,198.19,187.74,231.48,551
3785688,"       (2017 TK2)",N,2460600.5,0.4180,1.427,10.08,196.18,249.29,12.78,623
3785692,"       (2017 TL2)",N,2458038.5,0.5823,2.368,3.81,196.30,157.42,5.54,1.33e+03
3785690,"       (2017 TM2)",N,2458038.5,0.6348,2.74,2.59,344.23,2.50,4.92,1.66e+03
3785694,"       (2017 TN2)",N,2458041.5,0.6751,1.548,6.53,23.50,241.15,33.83,704
3785695,"       (2017 TO2)",N,2460600.5,0.4175,1.242,9.06,211.14,263.53,338.07,505
3785693,"       (2017 TP2)",N,2460600.5,0.5876,2.508,11.46,7.51,16.06,275.01,1.45e+03
3785725,"       (2017 TQ2)",N,2460600.5,0.4217,1.441,16.92,7.33,295.55,53.80,632
3785755,"       (2017 TQ3)",N,2460600.5,0.7218,2.851,16.47,66.92,11.05,152.91,1.76e+03
