"spkid","full_name","epoch","e","a","i","om","w","ma","per"
20004953,"  4953 (1990 MU)",2460600.5,0.6574,1.621,24.38,77.53,77.93,285.02,754
20005011,"  5011 Ptah (6743 P-L)",2460600.5,0.5001,1.636,7.41,10.63,105.94,173.66,764
20005189,"  5189 (1990 UQ)",2460600.5,0.4783,1.552,3.58,135.05,159.95,257.64,706
20005604,"  5604 (1992 FE)",2460600.5,0.4061,0.9286,4.71,311.89,82.68,269.92,327
20005693,"  5693 (1993 EA)",2460600.5,0.5851,1.271,5.06,96.98,258.98,203.14,523
20006037,"  6037 (1988 EG)",2460600.5,0.4997,1.272,3.51,182.18,242.32,249.72,524
20006239,"  6239 Minos (1989 QF)",2460600.5,0.4126,1.151,3.94,344.53,239.77,224.50,451
20006489,"  6489 Golevka (1991 JX)",2460600.5,0.6151,2.484,2.27,209.42,68.66,151.88,1.43e+03
20006491,"  6491 (1991 OA)",2460600.5,0.5917,2.506,6.00,301.00,324.73,142.22,1.45e+03
20007335,"  7335 (1989 JA)",2460600.5,0.4846,1.772,15.17,61.28,232.27,349.17,862
20007341,"  7341 (1991 VK)",2460600.5,0.5061,1.841,5.41,294.73,173.48,37.89,913
20007482,"  7482 (1994 PC1)",2460600.5,0.3294,1.349,33.47,117.85,47.49,246.56,572
20007753,"  7753 (1988 XB)",2460600.5,0.4817,1.467,3.12,73.39,280.08,95.85,649
20007822,"  7822 (1991 CS)",2460600.5,0.1646,1.123,37.12,156.84,249.45,182.35,435
20008014,"  8014 (1990 MF)",2460600.5,0.4560,1.747,1.87,209.84,114.73,291.48,844
20008566,"  8566 (1996 EN)",2460600.5,0.4302,1.506,37.97,164.12,125.13,90.11,675
20009856,"  9856 (1991 EE)",2460600.5,0.6258,2.242,9.83,168.11,116.18,314.61,1.23e+03
20010115," 10115 (1992 SK)",2460600.5,0.3250,1.249,15.32,8.89,233.69,84.54,510
20011500," 11500 Tomaiyowit (1989 UR)",2460600.5,0.3558,1.08,10.31,234.39,289.52,323.61,410
20012538," 12538 (1998 OH)",2460600.5,0.4058,1.542,24.54,220.69,321.79,317.04,699
20012923," 12923 Zephyr (1999 GK4)",2460600.5,0.4918,1.963,5.30,168.17,147.13,51.56,1e+03
20013651," 13651 (1997 BR)",2460600.5,0.3057,1.335,17.25,116.63,133.86,262.62,564
20014827," 14827 Hypnos (1986 JK)",2460600.5,0.6649,2.841,1.98,57.93,238.19,21.63,1.75e+03
20016960," 16960 (1998 QS52)",2460600.5,0.8590,2.201,17.52,260.15,243.25,308.68,1.19e+03
20020425," 20425 (1998 VD35)",2460600.5,0.4764,1.565,6.99,227.25,296.32,32.70,715
20022753," 22753 (1998 WT)",2460600.5,0.5699,1.219,3.20,307.36,324.80,165.33,492
20023187," 23187 (2000 PN9)",2460600.5,0.5893,1.847,51.33,164.29,293.53,167.50,917
20025143," 25143 Itokawa (1998 SF36)",2460600.5,0.2803,1.324,1.62,69.08,162.82,142.57,557
20026663," 26663 (2000 XK47)",2460600.5,0.4717,1.546,13.53,303.59,231.23,108.78,702
20027002," 27002 (1998 DV9)",2460600.5,0.4333,1.744,8.70,130.34,0.82,203.62,841
20029075," 29075 (1950 DA)",2460600.5,0.5077,1.699,12.16,356.59,224.76,223.31,809
20031669," 31669 (1999 JT6)",2460600.5,0.5776,2.137,9.54,78.77,39.10,97.39,1.14e+03
20033342," 33342 (1998 WT24)",2460600.5,0.4177,0.7187,7.37,81.66,167.52,27.50,223
20035107," 35107 (1991 VH)",2460600.5,0.1442,1.137,13.91,139.34,206.96,100.55,443
20035396," 35396 (1997 XF11)",2460600.5,0.4837,1.442,4.10,213.65,103.04,272.13,633
20037638," 37638 (1993 VB)",2460600.5,0.5199,1.913,5.08,145.56,323.20,236.56,966
20037655," 37655 Illapa (1994 PM)",2460600.5,0.7525,1.478,18.03,139.52,303.90,254.99,656
20038071," 38071 (1999 GU3)",2460600.5,0.5075,2.089,12.74,195.49,8.81,162.10,1.1e+03
20039572," 39572 (1993 DQ1)",2460600.5,0.4927,2.036,10.03,313.50,344.85,205.80,1.06e+03
20041429," 41429 (2000 GE2)",2460600.5,0.5553,1.593,2.17,351.91,297.20,42.91,734
20052760," 52760 (1998 ML14)",2460600.5,0.6233,2.409,2.43,338.68,20.37,347.09,1.37e+03
20052768," 52768 (1998 OR2)",2460600.5,0.5755,2.38,5.88,26.94,174.59,81.21,1.34e+03
20053319," 53319 (1999 JM8)",2460600.5,0.6414,2.724,13.84,133.62,166.80,228.77,1.64e+03
20053426," 53426 (1999 SL5)",2460600.5,0.5391,1.923,22.77,239.06,43.36,167.90,974
20053429," 53429 (1999 TF5)",2460600.5,0.6410,2.022,26.78,199.16,64.09,281.57,1.05e+03
20053550," 53550 (2000 BF19)",2460600.5,0.4196,1.495,7.17,313.14,324.95,67.25,668
20053789," 53789 (2000 ED104)",2460600.5,0.2692,1.371,40.78,190.02,218.35,236.89,586
20065679," 65679 (1989 UQ)",2460600.5,0.2647,0.9148,1.30,178.08,15.01,195.92,320
20065690," 65690 (1991 DG)",2460600.5,0.3632,1.428,11.14,180.10,63.37,212.30,623
20065717," 65717 (1993 BX3)",2460600.5,0.2810,1.395,2.81,174.75,290.95,104.62,602
20065803," 65803 Didymos (1996 GT)",2460600.5,0.3833,1.643,3.41,72.99,319.60,339.93,769
20065909," 65909 (1998 FH12)",2460600.5,0.5397,1.091,3.56,108.59,284.51,196.93,416
20066391," 66391 Moshup (1999 KW4)",2460600.5,0.6884,0.6424,38.88,244.90,192.65,296.90,188
20067367," 67367 (2000 LY27)",2460600.5,0.2127,1.308,9.02,264.51,184.84,248.94,547
20067381," 67381 (2000 OL8)",2460600.5,0.5430,1.321,10.67,294.84,266.96,38.01,554
20068216," 68216 (2001 CV26)",2460600.5,0.3267,1.32,17.99,18.13,48.74,301.79,554
20068346," 68346 (2001 KZ66)",2460600.5,0.4166,1.507,16.70,219.37,140.29,133.79,676
20068347," 68347 (2001 KB67)",2460600.5,0.3799,0.9616,17.13,245.86,243.82,352.38,344
20068372," 68372 (2001 PM9)",2460600.5,0.4160,1.618,8.11,252.96,322.33,157.97,752
20068548," 68548 (2001 XR31)",2460600.5,0.4368,1.707,22.72,302.02,24.71,186.50,815
20068950," 68950 (2002 QF15)",2460600.5,0.3443,1.057,25.15,236.21,255.57,54.57,397
20069230," 69230 Hermes (1937 UB)",2460600.5,0.6239,1.655,6.07,34.05,92.90,279.39,778
20085182," 85182 (1991 AQ)",2460600.5,0.7777,2.22,3.12,339.40,243.23,59.27,1.21e+03
20085236," 85236 (1993 KH)",2460600.5,0.3110,1.234,12.81,54.36,293.82,252.62,501
20085585," 85585 Mjolnir (1998 FG2)",2460600.5,0.3563,1.298,4.08,2.31,95.42,37.53,540
20085640," 85640 (1998 OX4)",2460600.5,0.4859,1.58,4.52,299.57,117.30,15.27,726
20085713," 85713 (1998 SS49)",2460600.5,0.6388,1.923,10.79,40.95,103.13,239.57,974
20085774," 85774 (1998 UT18)",2460600.5,0.3288,1.403,13.59,64.62,50.15,178.64,607
20085938," 85938 (1999 DJ4)",2460600.5,0.4846,1.853,9.14,19.87,197.79,41.94,921
20085989," 85989 (1999 JD6)",2460600.5,0.6329,0.8831,17.07,130.15,309.25,338.43,303
20085990," 85990 (1999 JV6)",2460600.5,0.3111,1.008,5.36,124.30,235.57,312.19,370
20086039," 86039 (1999 NC43)",2460600.5,0.5789,1.76,7.13,311.62,120.81,217.35,853
20086819," 86819 (2000 GK137)",2460600.5,0.5059,1.995,10.06,164.88,150.30,212.48,1.03e+03
20087684," 87684 (2000 SY2)",2460600.5,0.6428,0.8587,19.22,162.01,47.81,182.98,291
20088254," 88254 (2001 FM129)",2460600.5,0.6296,1.182,1.52,272.11,140.23,166.57,470
20088959," 88959 (2001 TZ44)",2460600.5,0.5635,1.724,53.83,38.96,114.92,18.09,827
20089136," 89136 (2001 US16)",2460600.5,0.2530,1.356,1.91,175.90,67.20,332.59,577
20089830," 89830 (2002 CE)",2460600.5,0.5070,2.078,43.65,19.90,5.84,253.27,1.09e+03
20089958," 89958 (2002 LY45)",2460600.5,0.8864,1.642,9.91,188.16,222.94,186.10,768
20089959," 89959 (2002 NT7)",2460600.5,0.5284,1.735,42.36,132.00,300.71,206.61,835
20090075," 90075 (2002 VU94)",2460600.5,0.5755,2.136,8.91,226.73,30.77,128.37,1.14e+03
20090403," 90403 (2003 YE45)",2460600.5,0.2802,1.234,19.01,286.23,306.85,341.08,501
20090416," 90416 (2003 YK118)",2460600.5,0.4924,1.695,7.83,326.76,233.29,117.11,806
20099248," 99248 (2001 KY66)",2460600.5,0.5073,1.867,10.61,284.11,61.58,359.76,932
20099942," 99942 Apophis (2004 MN4)",2460600.5,0.1911,0.9224,3.34,203.90,126.67,227.76,324
20100085,"100085 (1992 UY4)",2460600.5,0.6190,2.651,2.64,305.18,42.24,158.29,1.58e+03
20101869,"101869 (1999 MM)",2460600.5,0.6109,1.624,4.77,110.92,268.84,52.69,756
20101955,"101955 Bennu (1999 RQ36)",2455562.5,0.2037,1.126,6.03,2.06,66.22,101.70,437
20103067,"103067 (1999 XA143)",2460600.5,0.5812,1.844,38.56,116.52,104.10,289.32,914
20111253,"111253 (2001 XU10)",2460600.5,0.4394,1.754,42.02,310.15,6.97,62.23,848
20136617,"136617 (1994 CC)",2460600.5,0.4169,1.638,4.68,268.51,24.92,103.64,766
20136618,"136618 (1994 CN2)",2460600.5,0.3948,1.573,1.44,99.34,248.28,340.11,721
20136795,"136795 Tatsunokingo (1997 BQ)",2460600.5,0.4780,1.747,10.99,50.13,147.57,340.73,843
20136849,"136849 (1998 CS1)",2460600.5,0.5785,1.492,7.79,110.68,97.80,204.65,665
20137108,"137108 (1999 AN10)",2460600.5,0.5621,1.459,39.93,314.34,268.33,177.03,643
20137120,"137120 (1999 BJ8)",2460600.5,0.5490,1.901,8.97,339.46,222.00,272.88,957
20137126,"137126 (1999 CF9)",2460600.5,0.6012,1.772,5.55,156.87,90.54,280.89,862
20137427,"137427 (1999 TF211)",2460600.5,0.6116,2.44,39.49,347.91,162.38,132.56,1.39e+03
20138095,"138095 (2000 DK79)",2460600.5,0.4145,1.777,60.69,43.46,2.58,220.12,865
20138127,"138127 (2000 EE14)",2460600.5,0.5331,0.6618,26.46,155.75,197.86,76.31,197
20138175,"138175 (2000 EE104)",2460600.5,0.2932,1.004,5.24,25.50,280.87,52.66,367
20138404,"138404 (2000 HA24)",2460600.5,0.3186,1.139,2.16,309.35,142.20,139.80,444
20138524,"138524 (2000 OJ8)",2460600.5,0.5678,2.358,6.25,226.58,181.27,207.91,1.32e+03
20138727,"138727 (2000 SU180)",2460600.5,0.6052,2.105,11.92,327.89,136.32,289.27,1.12e+03
20138971,"138971 (2001 CB21)",2460600.5,0.3334,1.034,7.92,353.67,271.93,115.89,384
20139211,"139211 (2001 GN2)",2460600.5,0.4518,1.86,26.05,173.53,3.58,106.42,926
20139359,"139359 (2001 ME1)",2460600.5,0.8700,2.634,5.96,84.57,302.40,138.82,1.56e+03
20139622,"139622 (2001 QQ142)",2460600.5,0.3101,1.421,9.34,83.16,337.95,190.84,618
20140039,"140039 (2001 SO73)",2460600.5,0.5679,1.821,4.85,197.14,31.03,222.91,898
20140158,"140158 (2001 SX169)",2460600.5,0.4608,1.347,2.52,126.78,42.73,94.39,571
20140288,"140288 (2001 SN289)",2460600.5,0.5082,1.784,53.19,357.06,225.64,344.42,871
